build/stencil_openmp/openmp_benchmark_one_vector;1;150.460014;150.932488;151.336517
build/stencil_openmp/openmp_benchmark_one_vector;2;79.537930;87.184885;98.928402
build/stencil_openmp/openmp_benchmark_one_vector;4;56.809548;60.007382;62.513917
build/stencil_openmp/openmp_benchmark_one_vector;8;47.425163;48.090126;52.227528
build/stencil_openmp/openmp_benchmark_one_vector;10;51.063905;51.318919;53.238726
build/stencil_openmp/openmp_benchmark_one_vector;12;52.698637;53.032014;56.183908
build/stencil_openmp/openmp_benchmark_one_vector;16;55.481119;55.800201;59.072247
build/stencil_openmp/openmp_benchmark_one_vector;20;58.193383;58.497511;61.905269
build/stencil_openmp/openmp_benchmark_one_vector;24;61.822738;62.171439;65.722701
build/stencil_openmp/openmp_benchmark_one_vector;32;61.878130;62.269065;66.380504
build/stencil_openmp/openmp_benchmark_one_vector;36;65.538354;66.523209;82.908256
build/stencil_openmp/openmp_benchmark_one_vector;40;63.388657;64.423058;78.394758
build/stencil_openmp/openmp_benchmark_one_vector;48;68.370558;70.211394;88.206102
build/stencil_openmp/openmp_benchmark_one_vector_tld;1;155.613793;157.065672;157.731557
build/stencil_openmp/openmp_benchmark_one_vector_tld;2;87.891923;92.324352;93.825989
build/stencil_openmp/openmp_benchmark_one_vector_tld;4;59.388222;61.402376;62.667267
build/stencil_openmp/openmp_benchmark_one_vector_tld;8;38.840346;39.808708;40.372782
build/stencil_openmp/openmp_benchmark_one_vector_tld;10;31.137545;31.558267;33.348084
build/stencil_openmp/openmp_benchmark_one_vector_tld;12;25.747659;26.402794;28.166543
build/stencil_openmp/openmp_benchmark_one_vector_tld;16;18.625341;18.779726;19.197451
build/stencil_openmp/openmp_benchmark_one_vector_tld;20;10.961671;11.551707;13.810310
build/stencil_openmp/openmp_benchmark_one_vector_tld;24;7.748416;8.490620;11.396575
build/stencil_openmp/openmp_benchmark_one_vector_tld;32;5.946254;6.720586;10.783213
build/stencil_openmp/openmp_benchmark_one_vector_tld;36;5.695096;6.084172;8.024964
build/stencil_openmp/openmp_benchmark_one_vector_tld;40;6.348209;6.600575;8.559270
build/stencil_openmp/openmp_benchmark_one_vector_tld;48;5.574787;6.044036;8.429680
build/stencil_openmp/openmp_benchmark_one_vector_colwise;1;1094.527871;1094.823789;1095.078443
build/stencil_openmp/openmp_benchmark_one_vector_colwise;2;553.959746;554.351660;557.710645
